PRODUCT ID,CHAIR TYPE,WOOD,LENGTH(INCHES),WIDTH(INCHES),HEIGHT(INCHES),WOOD PRICE(PER CUBIC),QUANTITY OF WOOD USED(IN CUBIC),LABOUR CHARGE,PRICE
IVS370,ROCKING CHAIR,ACACIA,25,25,45,800,3,1593,3993
TIT959,ARM CHAIR,TEAK,35,35,36,1400,3,1914,6114
VGT860,RECLINER CHAIR,TEAK,48,26,28,1400,3,1732,5932
TPL581,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,503,5303
IPR828,RECLINER CHAIR,TEAK,48,26,28,1400,3,1852,6052
MEF509,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1459,3859
RXM495,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,629,5429
SKE377,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1344,8544
XSX983,DINING CHAIR,MAHAGONY,34,18,16,800,2,566,2166
DDM219,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1852,4252
VSJ992,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1198,3198
PEH716,DINING CHAIR,ACACIA,34,18,16,800,2,636,2236
XAE341,RECLINER CHAIR,ACACIA,48,26,28,800,3,1967,4367
FOR386,DINING CHAIR,MAHAGONY,34,18,16,800,2,771,2371
GUR654,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1509,8709
MWS386,ROCKING CHAIR,TEAK,25,25,45,1400,3,1369,5569
SFI361,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1962,9162
JBV315,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1468,8668
NBW977,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1799,4199
KWB348,ROCKING CHAIR,TEAK,25,25,45,1400,3,1597,5797
ARO986,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1315,8515
OAJ156,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1535,3935
PVN750,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1192,7192
ZCM697,ROCKING CHAIR,ACACIA,25,25,45,800,3,1394,3794
ADC565,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,590,4190
DQX276,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1074,3074
DWV807,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1710,4110
BPK533,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1197,4697
SYH799,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,616,4216
YIH771,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1396,3796
TAV690,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1853,4253
RGF482,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1803,4203
VED992,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1348,8548
MUB138,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1147,7147
IPN665,RECLINER CHAIR,TEAK,48,26,28,1400,3,1930,6130
ZKQ122,DINING CHAIR,TEAK,34,18,16,1400,2,620,3420
FTQ441,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,942,4442
JSQ429,BAR CHAIR,TEAK,18,18,28,1400,1.5,502,2602
PSZ878,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1785,4185
IIR609,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1051,4551
IQX593,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,941,6941
TKH376,DINING CHAIR,ACACIA,34,18,16,800,2,620,2220
YJX567,ARM CHAIR,ACACIA,35,35,36,800,3,1513,3913
YKU436,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,942,4442
ALJ495,ARM CHAIR,TEAK,35,35,36,1400,3,1947,6147
XPB899,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1288,3688
ECU841,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1762,4162
SQM543,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,659,5459
ASE285,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1448,8648
MFL521,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1916,9116
KTY734,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1577,8777
NFK959,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1746,8946
NDP161,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,682,1882
FMW306,ARM CHAIR,MAHAGONY,35,35,36,800,3,2132,4532
FOC164,ROCKING CHAIR,TEAK,25,25,45,1400,3,1344,5544
ZWJ323,RECLINER CHAIR,TEAK,48,26,28,1400,3,1843,6043
ENT570,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,776,5576
ORI492,DINING CHAIR,TEAK,34,18,16,1400,2,572,3372
MJI487,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,513,4113
BYD102,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1970,9170
JHY106,BAR CHAIR,ACACIA,18,18,28,800,1.5,506,1706
RNJ621,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1325,8525
ZFX264,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,997,2997
HIE480,ARM CHAIR,TEAK,35,35,36,1400,3,1910,6110
NJW432,ROCKING CHAIR,ACACIA,25,25,45,800,3,1547,3947
LJD404,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,670,1870
OMR744,BAR CHAIR,ACACIA,18,18,28,800,1.5,698,1898
GTA301,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1030,7030
CHG918,ARM CHAIR,ACACIA,35,35,36,800,3,1751,4151
VOG211,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,537,4137
APH661,DINING CHAIR,MAHAGONY,34,18,16,800,2,721,2321
QUG214,ARM CHAIR,MAHAGONY,35,35,36,800,3,1637,4037
BVM932,BAR CHAIR,ACACIA,18,18,28,800,1.5,556,1756
WDD992,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1464,3864
MUL165,DINING CHAIR,MAHAGONY,34,18,16,800,2,534,2134
MSW925,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,545,4145
XPD878,ROCKING CHAIR,TEAK,25,25,45,1400,3,1208,5408
LBX178,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,568,5368
JCF687,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,710,5510
IMT914,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1245,3645
UTG300,ROCKING CHAIR,ACACIA,25,25,45,800,3,1514,3914
RSL627,ARM CHAIR,MAHAGONY,35,35,36,800,3,1590,3990
OJD195,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,703,5503
QBI924,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,993,2993
FXJ669,RECLINER CHAIR,ACACIA,48,26,28,800,3,1740,4140
ZYF558,ARM CHAIR,ACACIA,35,35,36,800,3,2082,4482
IKT486,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1412,8612
DQT803,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1107,4607
SBM615,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2140,9340
MCO534,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1734,8934
YEK119,BAR CHAIR,TEAK,18,18,28,1400,1.5,578,2678
TEW772,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,615,4215
TAT643,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1563,8763
JYN240,ARM CHAIR,ACACIA,35,35,36,800,3,2041,4441
VMZ333,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1485,8685
VEY741,RECLINER CHAIR,ACACIA,48,26,28,800,3,1918,4318
OEV859,DINING CHAIR,ACACIA,34,18,16,800,2,684,2284
XEF615,ROCKING CHAIR,TEAK,25,25,45,1400,3,1488,5688
WWH720,BAR CHAIR,ACACIA,18,18,28,800,1.5,516,1716
BNW462,RECLINER CHAIR,ACACIA,48,26,28,800,3,1922,4322
WPW985,ROCKING CHAIR,ACACIA,25,25,45,800,3,1267,3667
RQP869,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1145,3145
YQB761,DINING CHAIR,MAHAGONY,34,18,16,800,2,634,2234
PYK182,DINING CHAIR,MAHAGONY,34,18,16,800,2,692,2292
PQR968,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1818,9018
NMB751,ROCKING CHAIR,TEAK,25,25,45,1400,3,1483,5683
AWY688,RECLINER CHAIR,TEAK,48,26,28,1400,3,1766,5966
UNO600,RECLINER CHAIR,ACACIA,48,26,28,800,3,1705,4105
XOB825,ARM CHAIR,ACACIA,35,35,36,800,3,1616,4016
MOV578,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1031,4531
WQD311,RECLINER CHAIR,ACACIA,48,26,28,800,3,1994,4394
ZLT836,RECLINER CHAIR,TEAK,48,26,28,1400,3,1914,6114
DNR532,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1980,9180
VJY363,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,689,4289
KHH244,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1828,9028
ZPE257,DINING CHAIR,TEAK,34,18,16,1400,2,553,3353
HSQ166,ROCKING CHAIR,ACACIA,25,25,45,800,3,1258,3658
MCV768,DINING CHAIR,TEAK,34,18,16,1400,2,517,3317
JXL782,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,512,5312
BTE910,ROCKING CHAIR,TEAK,25,25,45,1400,3,1354,5554
SDT553,ARM CHAIR,ACACIA,35,35,36,800,3,1724,4124
HMY792,DINING CHAIR,ACACIA,34,18,16,800,2,595,2195
MPH239,RECLINER CHAIR,TEAK,48,26,28,1400,3,1964,6164
BLQ753,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,576,5376
CHJ724,DINING CHAIR,MAHAGONY,34,18,16,800,2,594,2194
FAC806,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1461,3861
HIA995,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2093,9293
HUI628,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1939,4339
KOO612,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1015,3015
JTJ544,RECLINER CHAIR,ACACIA,48,26,28,800,3,1976,4376
PPF637,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,673,4273
TDD514,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1912,4312
NHE914,ROCKING CHAIR,ACACIA,25,25,45,800,3,1572,3972
NCL653,BAR CHAIR,ACACIA,18,18,28,800,1.5,595,1795
QLH884,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,657,1857
IAH548,ROCKING CHAIR,TEAK,25,25,45,1400,3,1323,5523
VNR553,BAR CHAIR,TEAK,18,18,28,1400,1.5,573,2673
QVX522,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1197,3197
HSM243,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1086,4586
TUB431,RECLINER CHAIR,ACACIA,48,26,28,800,3,1798,4198
EMH138,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,656,4256
OLN563,RECLINER CHAIR,TEAK,48,26,28,1400,3,1961,6161
HFK835,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,506,5306
TIC988,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,789,5589
EVW694,DINING CHAIR,ACACIA,34,18,16,800,2,687,2287
UXF254,BAR CHAIR,TEAK,18,18,28,1400,1.5,548,2648
QYJ737,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1352,8552
YHC863,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,532,4132
IKW111,RECLINER CHAIR,TEAK,48,26,28,1400,3,1890,6090
RVF165,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,542,5342
GWX703,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1353,3753
NST913,RECLINER CHAIR,TEAK,48,26,28,1400,3,1794,5994
XYU762,BAR CHAIR,TEAK,18,18,28,1400,1.5,599,2699
QFZ644,BAR CHAIR,ACACIA,18,18,28,800,1.5,566,1766
CVP123,DINING CHAIR,TEAK,34,18,16,1400,2,730,3530
UBD643,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,666,4266
LRM623,RECLINER CHAIR,ACACIA,48,26,28,800,3,1950,4350
NRR287,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,674,5474
GVH181,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1154,4654
NYE455,RECLINER CHAIR,TEAK,48,26,28,1400,3,1907,6107
EMY150,DINING CHAIR,MAHAGONY,34,18,16,800,2,712,2312
FCL870,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,986,4486
RFC629,ROCKING CHAIR,TEAK,25,25,45,1400,3,1288,5488
WQS886,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,577,1777
ECJ136,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1421,3821
NRG313,DINING CHAIR,ACACIA,34,18,16,800,2,610,2210
XPT786,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1085,7085
EAL543,DINING CHAIR,TEAK,34,18,16,1400,2,658,3458
TMQ985,DINING CHAIR,ACACIA,34,18,16,800,2,729,2329
CGP326,ARM CHAIR,TEAK,35,35,36,1400,3,1745,5945
ZLE790,BAR CHAIR,ACACIA,18,18,28,800,1.5,548,1748
FOP542,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,690,1890
ZGY712,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,996,2996
YZL301,DINING CHAIR,TEAK,34,18,16,1400,2,681,3481
AUS129,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1014,7014
JIR586,BAR CHAIR,TEAK,18,18,28,1400,1.5,522,2622
ZWF740,ARM CHAIR,MAHAGONY,35,35,36,800,3,1853,4253
KPE307,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,968,4468
HQE721,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1771,8971
GXZ246,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1493,3893
SMN723,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1172,4672
YGO801,ARM CHAIR,ACACIA,35,35,36,800,3,2129,4529
ZCN517,BAR CHAIR,ACACIA,18,18,28,800,1.5,616,1816
YQP634,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,564,1764
JDZ647,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1333,8533
TLX943,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,674,5474
LDD606,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,668,4268
KFZ209,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1969,9169
UCL718,ARM CHAIR,MAHAGONY,35,35,36,800,3,2002,4402
RSJ239,DINING CHAIR,MAHAGONY,34,18,16,800,2,742,2342
HIL536,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1982,9182
AQY434,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1709,8909
DUI731,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1441,3841
RUB196,DINING CHAIR,MAHAGONY,34,18,16,800,2,520,2120
LRV467,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1246,3646
BLA731,DINING CHAIR,ACACIA,34,18,16,800,2,700,2300
LVK940,ARM CHAIR,MAHAGONY,35,35,36,800,3,1691,4091
RJQ110,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1806,4206
YLQ144,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,990,6990
XAO892,ARM CHAIR,TEAK,35,35,36,1400,3,1797,5997
QOM430,BAR CHAIR,ACACIA,18,18,28,800,1.5,690,1890
HOK145,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1349,3749
AWW291,ARM CHAIR,TEAK,35,35,36,1400,3,1856,6056
KXU642,ROCKING CHAIR,ACACIA,25,25,45,800,3,1450,3850
NTQ839,ARM CHAIR,ACACIA,35,35,36,800,3,2115,4515
SFW907,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1403,8603
QHZ976,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1045,7045
HGG570,DINING CHAIR,MAHAGONY,34,18,16,800,2,610,2210
KLM874,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,642,5442
WYF281,ARM CHAIR,TEAK,35,35,36,1400,3,1804,6004
RTE233,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1778,8978
FSK959,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1536,3936
VDL969,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1770,4170
BGU624,DINING CHAIR,TEAK,34,18,16,1400,2,510,3310
DNI563,BAR CHAIR,TEAK,18,18,28,1400,1.5,604,2704
MIU918,RECLINER CHAIR,ACACIA,48,26,28,800,3,1781,4181
HWT503,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,601,5401
DSG365,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,694,4294
QZL685,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1111,4611
TBU769,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,924,2924
ABT705,ARM CHAIR,ACACIA,35,35,36,800,3,1724,4124
AXZ847,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1968,9168
XFK293,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,559,1759
MGB653,ROCKING CHAIR,ACACIA,25,25,45,800,3,1258,3658
EWG369,ARM CHAIR,MAHAGONY,35,35,36,800,3,1960,4360
AXE718,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1853,9053
OSG552,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1762,8962
ITU460,ROCKING CHAIR,ACACIA,25,25,45,800,3,1544,3944
FKE650,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1210,8410
NQS411,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,997,4497
VPM903,RECLINER CHAIR,TEAK,48,26,28,1400,3,1745,5945
HNS673,RECLINER CHAIR,TEAK,48,26,28,1400,3,1867,6067
NJO101,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,505,4105
SSR475,BAR CHAIR,ACACIA,18,18,28,800,1.5,596,1796
LQY494,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1037,3037
TXG215,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1076,4576
HPL304,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,918,2918
NDI461,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1508,8708
FOF375,ROCKING CHAIR,ACACIA,25,25,45,800,3,1316,3716
MED877,ROCKING CHAIR,TEAK,25,25,45,1400,3,1326,5526
TUK209,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1978,9178
ILQ685,ARM CHAIR,MAHAGONY,35,35,36,800,3,1699,4099
ELD137,DINING CHAIR,TEAK,34,18,16,1400,2,649,3449
MVW695,DINING CHAIR,MAHAGONY,34,18,16,800,2,565,2165
HEC642,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1764,8964
QHD116,BAR CHAIR,ACACIA,18,18,28,800,1.5,537,1737
CZJ847,BAR CHAIR,TEAK,18,18,28,1400,1.5,619,2719
WXB520,BAR CHAIR,TEAK,18,18,28,1400,1.5,521,2621
GIX865,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,589,1789
KVG875,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1806,4206
CUM614,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,615,5415
CZX446,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,527,4127
OGD234,DINING CHAIR,ACACIA,34,18,16,800,2,526,2126
DFO193,ROCKING CHAIR,ACACIA,25,25,45,800,3,1544,3944
GNE540,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,599,1799
XKZ944,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1034,7034
UBR564,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,506,5306
OJH197,RECLINER CHAIR,TEAK,48,26,28,1400,3,1783,5983
WTO295,ARM CHAIR,MAHAGONY,35,35,36,800,3,2109,4509
EJY518,BAR CHAIR,ACACIA,18,18,28,800,1.5,670,1870
FFX897,BAR CHAIR,TEAK,18,18,28,1400,1.5,600,2700
ONC757,ARM CHAIR,ACACIA,35,35,36,800,3,1893,4293
ZDQ279,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1169,4669
LOW252,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1455,3855
RIS433,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1113,7113
VJW677,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1866,4266
HJW109,RECLINER CHAIR,ACACIA,48,26,28,800,3,1759,4159
FQB404,DINING CHAIR,ACACIA,34,18,16,800,2,647,2247
HFR309,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1983,9183
RMV760,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2187,9387
IPP155,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,535,4135
ZBY365,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,941,6941
